(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
5:46:23,1701103830,2023-11-27T16:50:30,2023-11-27T18:50:30,0.996,346.03,34.96,36.16,36.21,35.21,36.04,863.36,862.08,284.683319,39.68,0.9652,493,0,9.951,0.96179,3.88,44195,79,30.0,3.43,7.52,6.44,26.54,8.83,49.87,10.0,64.01,16.05,164.94,23.63,357.58,26.81,460.22,27.47,483.24,27.47,483.24,0.94,0.0,86.7948,0.0,-1.987421,30.743015,1377.0,12.0,0.452834,0.9,84.6,764.9,60,210,7.0,887.9,-67,43,726.9,36.1,707,733,-191.3,2536602.8,-6938,3421,707.3,4092857.0,-437,10850,-1005.7,878694.8,-3403,1137,0.0,0.0,0.0,0.0,0.0,100.0,0,0.22889,0.159015,0.083418,0.039443,0.0,30.0
5:46:53,1701103860,2023-11-27T16:51:00,2023-11-27T18:51:00,0.996,346.52,35.0,36.15,36.26,35.21,36.26,863.39,862.08,285.416656,40.31,0.9649,493,0,9.949,0.96248,3.87,44182,79,30.0,0.63,0.11,1.17,0.39,1.6,0.73,1.82,0.94,2.99,2.54,4.37,5.43,4.94,6.95,5.06,7.29,5.06,7.29,0.93,0.0,86.7967,0.0,-1.987428,30.743023,1379.3,12.0,0.149574,0.6,58.4,188.3,40,97,-3.7,140.4,-45,16,719.8,100.0,704,735,-188.5,931907.4,-1951,4130,341.7,1019912.0,-1461,4751,-765.0,828817.8,-2896,1715,0.0,0.0,0.0,0.0,0.0,100.0,0,0.226222,0.046018,0.084577,0.039408,0.0,30.0
5:47:23,1701103890,2023-11-27T16:51:30,2023-11-27T18:51:30,0.997,347.02,35.03,36.16,36.38,35.21,36.45,863.36,862.05,286.316681,37.97,0.9653,493,0,9.949,0.96248,3.87,44169,79,30.0,23.22,650.34,40.76,1966.96,54.5,3493.2,61.25,4403.33,116.2,16591.41,163.84,32588.36,182.23,40090.85,186.05,41747.34,186.05,41747.34,0.89,0.0,86.8071,0.0,-1.987428,30.743023,1379.3,12.0,0.124388,0.6,327.9,65682.5,48,633,-135.7,15842.6,-319,10,631.1,9413.8,476,734,-395.3,7095487.0,-10045,5538,-1153.6,57347844.0,-36785,11593,-73.0,9803598.0,-7936,11025,0.0,46.7,0.0,0.0,0.0,53.3,0,0.223273,0.083768,0.083476,0.039374,0.0,30.0
5:47:53,1701103920,2023-11-27T16:52:00,2023-11-27T18:52:00,0.997,347.52,35.07,36.2,36.42,35.21,36.22,863.41,862.0,284.399994,36.65,0.9654,493,0,9.947,0.96179,3.87,44157,79,30.0,59.2,1.96,105.03,6.41,141.0,14.19,158.68,19.45,293.37,83.48,416.29,113.67,464.38,122.72,474.38,125.38,474.38,125.38,0.9,0.0,86.8435,0.0,-1.987424,30.743031,1373.7,12.0,0.080184,0.6,579.5,7735.1,429,809,-213.9,4586.5,-353,-30,509.7,17055.6,-114,636,-396.4,6605377.5,-6746,4541,-4550.8,155681584.0,-49078,6772,954.3,37926240.0,-8268,24657,0.0,76.7,0.0,0.0,0.0,23.3,0,0.237966,0.154867,0.091883,0.038466,0.0,30.0
5:48:23,1701103950,2023-11-27T16:52:30,2023-11-27T18:52:30,0.996,348.02,35.07,36.18,36.47,35.21,36.19,863.31,862.05,282.899994,35.96,0.9657,493,0,9.949,0.96271,3.87,44144,79,30.0,54.39,25.13,90.75,151.83,118.92,335.18,132.77,451.71,284.45,273.62,389.9,960.05,427.78,1496.55,435.63,1624.92,435.63,1624.92,0.8,0.01,86.8923,0.0,-1.987383,30.743006,1377.1,12.0,0.048316,0.6,739.3,1442.4,675,829,-87.6,140.2,-119,-51,427.8,1968.4,309,501,-366.1,1067362.2,-4331,2791,609.3,15561773.0,-6422,17867,-1082.3,2204221.0,-8006,1303,0.0,100.0,0.0,0.0,0.0,0.0,0,0.228945,0.028414,0.083581,0.038541,0.0,30.0
5:48:53,1701103980,2023-11-27T16:53:00,2023-11-27T18:53:00,0.996,348.52,35.08,36.2,36.46,35.21,36.36,863.28,862.13,283.816681,34.66,0.966,493,0,9.95,0.96202,3.87,44131,79,30.0,37.46,4.64,49.54,26.78,57.96,64.68,62.09,89.9,229.42,147.65,285.18,226.37,297.06,282.92,299.46,298.58,299.46,298.58,0.62,0.0,86.9272,0.0,-1.987377,30.743004,1379.4,12.0,0.226674,0.6,556.8,44846.4,3,728,-153.8,2636.7,-269,-91,538.2,7570.8,445,734,-620.3,6502670.5,-6090,7236,112.6,152020480.0,-29120,42700,-479.4,12647403.0,-12075,9598,0.0,66.7,0.0,0.0,0.0,33.3,0,0.22887,0.0516,0.083405,0.039434,0.0,30.0
5:49:23,1701104010,2023-11-27T16:53:30,2023-11-27T18:53:30,0.997,349.02,35.07,36.22,36.42,35.21,36.24,863.31,862.05,283.166656,35.63,0.9657,493,0,9.949,0.96248,3.87,44118,79,30.0,57.53,128.91,86.0,929.52,107.33,2139.53,117.82,2917.41,326.67,1006.38,425.21,4492.64,454.33,7595.16,460.32,8355.67,460.32,8355.67,0.83,0.02,86.961,0.0,-1.987378,30.74301,1379.1,12.0,0.062708,0.6,701.4,1930.3,640,836,-263.4,2412.7,-346,-185,418.4,1970.5,283,516,518.6,6989790.0,-3622,5372,2045.8,22746154.0,-5670,14778,-1218.6,25340846.0,-9616,12792,0.0,100.0,0.0,0.0,0.0,0.0,0,0.258263,0.071345,0.083546,0.038518,0.0,30.0
5:49:53,1701104040,2023-11-27T16:54:00,2023-11-27T18:54:00,0.997,349.51,35.04,36.27,36.39,35.21,36.22,863.46,862.25,283.483337,35.73,0.9661,493,0,9.95,0.96202,3.87,44105,79,29.0,70.17,39.64,136.85,214.19,189.96,463.21,216.07,620.95,315.74,573.7,477.51,1623.73,548.08,2379.66,562.8,2559.28,562.8,2559.28,0.97,0.0,87.0165,0.0,-1.987385,30.743011,1377.1,12.0,0.007196,0.6,639.6,1267.2,576,710,-262.0,1873.0,-318,-161,483.5,1436.2,405,549,-677.0,5793956.0,-7446,1986,424.4,10993276.0,-6125,9546,-1943.1,8545931.0,-6343,6300,0.0,100.0,0.0,0.0,0.0,0.0,0,0.32769,0.190737,0.091804,0.038463,0.0,30.0
5:50:23,1701104070,2023-11-27T16:54:30,2023-11-27T18:54:30,0.996,350.01,35.01,36.28,36.37,35.21,36.26,863.35,862.33,283.183319,35.18,0.9664,493,0,9.949,0.96156,3.87,44092,79,30.0,122.94,434.59,290.43,4510.3,426.43,11143.05,493.29,15487.12,422.12,1126.3,771.48,11853.19,950.66,24932.56,988.21,28326.94,988.21,28326.94,1.18,0.0,87.1229,0.0,-1.987385,30.743011,1377.1,12.0,0.058082,0.6,620.6,452.5,577,657,-206.7,3041.3,-292,-65,514.1,732.4,465,564,-608.4,6471225.5,-12486,2572,1196.6,5262465.0,-4576,4821,-1890.6,9800886.0,-10998,4226,0.0,100.0,0.0,0.0,0.0,0.0,0,0.229645,0.057852,0.083582,0.038438,0.0,30.0
5:50:53,1701104100,2023-11-27T16:55:00,2023-11-27T18:55:00,0.996,350.51,34.97,36.32,36.35,35.21,36.01,863.41,862.41,283.066681,34.85,0.9667,493,0,9.95,0.96271,3.87,44079,79,30.0,96.27,2260.47,239.05,18230.99,355.4,42823.06,412.6,58706.25,300.44,11351.8,589.13,72648.88,742.19,132042.25,774.3,146782.5,774.3,146782.5,1.04,0.03,87.2546,0.0,-1.987384,30.743006,1378.2,12.0,0.039064,0.7,375.1,12131.1,271,607,-104.6,867.8,-155,-33,660.2,2312.7,547,702,-195.0,762210.0,-1627,2135,1403.7,12624938.0,-4733,11970,-841.3,5190572.5,-9380,4707,0.0,16.7,0.0,0.0,0.0,83.3,0,0.231807,0.114597,0.083568,0.039416,0.0,30.0
5:51:23,1701104130,2023-11-27T16:55:30,2023-11-27T18:55:30,0.995,351.01,34.92,36.35,36.28,35.21,35.72,863.27,862.59,282.583344,34.94,0.9671,493,0,9.951,0.96225,3.87,44067,79,30.0,38.81,9.53,62.08,125.46,79.91,321.79,88.68,451.61,209.85,5.49,281.62,208.4,305.72,535.49,310.7,624.08,310.7,624.08,0.64,0.0,87.3295,0.0,-1.987383,30.743015,1377.6,12.0,0.22873,0.6,259.8,113.9,242,285,-146.3,192.1,-183,-109,694.3,37.3,682,719,-160.2,215696.2,-1111,1277,106.7,1272878.4,-2126,4427,-903.1,1253023.6,-5031,1067,0.0,0.0,0.0,0.0,0.0,100.0,0,0.231069,0.169879,0.083574,0.03848,0.0,30.0
5:51:53,1701104160,2023-11-27T16:56:00,2023-11-27T18:56:00,0.994,351.51,34.86,36.39,36.21,35.21,35.92,863.4,862.66,282.666656,36.63,0.967,492,0,9.958,0.96387,3.87,44054,79,30.0,29.56,1.9,33.68,18.31,35.73,44.72,36.74,61.98,195.08,7.44,232.04,55.12,235.47,109.43,236.11,123.41,236.11,123.41,0.57,0.0,87.3534,0.0,-1.987408,30.743019,1371.2,12.0,0.09509,0.6,293.8,2395.7,235,386,-146.0,276.2,-201,-120,683.9,368.1,643,740,-70.2,306728.2,-1260,1347,473.0,6578384.0,-6457,6615,-1327.1,2337801.0,-6195,1417,0.0,0.0,0.0,0.0,0.0,100.0,0,0.229209,0.052318,0.083598,0.039395,0.0,30.0
5:52:23,1701104190,2023-11-27T16:56:30,2023-11-27T18:56:30,0.998,352.0,34.77,36.42,36.17,35.21,35.39,863.4,862.82,283.600006,35.68,0.9677,492,0,9.96,0.96433,3.87,44041,79,30.0,29.87,0.22,31.99,0.43,32.34,0.65,32.51,0.77,202.34,8.2,237.03,12.82,238.27,14.04,238.44,14.32,238.44,14.32,0.57,0.0,87.3697,0.0,-1.987408,30.743019,1371.2,12.0,0.062194,0.6,343.6,605.4,308,381,-134.3,61.6,-148,-115,669.6,77.1,655,685,-228.2,285102.4,-1356,1242,181.4,2971165.8,-3360,6842,-912.0,596377.8,-2686,507,0.0,0.0,0.0,0.0,0.0,100.0,0,0.236744,0.092503,0.091844,0.038487,0.0,30.0
5:52:53,1701104220,2023-11-27T16:57:00,2023-11-27T18:57:00,0.995,352.5,34.66,36.42,36.06,35.21,35.54,863.3,863.01,283.649994,34.77,0.9685,492,0,9.96,0.96364,3.87,44028,79,30.0,39.31,54.58,43.5,70.9,45.14,82.91,45.95,90.04,262.72,2421.97,310.2,3384.6,313.36,3465.97,313.91,3481.3,313.91,3481.3,0.62,0.0,87.3885,0.0,-1.987396,30.743015,1376.6,12.0,0.03084,0.6,371.0,5396.9,266,505,-165.6,2886.7,-266,-81,634.6,1636.3,557,684,-218.6,4674919.5,-5573,3368,505.9,14228970.0,-11305,9283,-798.0,11582136.0,-10605,5022,0.0,0.0,0.0,0.0,0.0,100.0,0,0.227415,0.152607,0.083358,0.039436,0.0,30.0
5:53:23,1701104250,2023-11-27T16:57:30,2023-11-27T18:57:30,0.993,353.0,34.54,36.43,35.97,35.21,35.44,863.4,863.16,282.383331,33.5,0.9694,491,0,9.97,0.96387,3.87,44015,79,30.0,36.67,10.9,43.25,17.55,47.05,22.97,48.92,25.92,238.16,428.9,285.92,643.79,291.8,687.14,292.94,696.05,292.94,696.05,0.65,0.0,87.4101,0.0,-1.987385,30.743008,1378.5,12.0,0.053456,0.6,319.7,1925.4,263,441,-147.7,813.4,-227,-120,663.3,410.5,594,682,-720.9,3335278.8,-6588,2065,346.2,3410031.8,-6020,4742,-1084.8,4120542.0,-6667,2983,0.0,0.0,0.0,0.0,0.0,100.0,0,0.228899,0.202437,0.084635,0.038465,0.0,30.0
5:53:53,1701104280,2023-11-27T16:58:00,2023-11-27T18:58:00,0.994,353.5,34.41,36.43,35.85,35.21,35.16,863.35,863.43,282.433319,34.1,0.97,490,0,9.977,0.96525,3.87,44002,79,30.0,34.56,6.7,41.8,21.14,46.25,39.02,48.44,49.93,221.77,177.13,268.13,337.17,274.81,412.83,276.11,429.84,276.11,429.84,0.72,0.0,87.4312,0.0,-1.987383,30.743011,1380.9,12.0,0.036494,0.6,536.6,37729.0,322,847,-148.5,4779.7,-270,14,544.9,15751.5,286,672,660.6,21871396.0,-16782,11436,1156.7,52427180.0,-18173,25147,-178.5,28377846.0,-11147,18620,0.0,43.3,0.0,0.0,0.0,56.7,0,0.228011,0.094835,0.083512,0.038502,0.0,30.0
5:54:23,1701104310,2023-11-27T16:58:30,2023-11-27T18:58:30,0.996,353.99,34.29,36.46,35.65,35.21,35.16,863.35,863.59,281.883331,34.17,0.9706,490,0,9.976,0.96548,3.87,43989,79,30.0,42.47,1.66,59.66,1.68,72.16,2.94,78.31,4.04,251.04,100.84,318.8,116.78,336.1,107.16,339.64,105.29,339.64,105.29,0.74,0.0,87.4565,0.0,-1.987375,30.743006,1382.3,12.0,0.047802,0.6,501.6,16380.8,394,860,-56.9,1742.7,-164,40,590.6,9559.9,296,653,-222.9,719413.0,-2248,2056,995.5,37317136.0,-10570,19145,-636.3,11131841.0,-7752,11978,0.0,23.3,0.0,0.0,0.0,76.7,0,0.228216,0.085539,0.08346,0.038544,0.0,30.0
5:54:53,1701104340,2023-11-27T16:59:00,2023-11-27T18:59:00,0.994,354.49,34.24,36.41,35.51,34.62,35.15,863.4,863.57,281.716675,37.19,0.9701,489,0,9.986,0.95971,3.87,43977,79,30.0,40.06,34.35,55.92,78.37,67.43,133.25,73.08,167.29,237.69,1240.75,301.16,1938.89,317.1,2150.59,320.35,2198.07,320.35,2198.07,0.72,0.01,87.4852,0.0,-1.987329,30.742958,1384.6,12.0,0.69647,0.7,221.0,60269.5,-137,459,124.6,51460.1,-123,427,644.3,378.2,604,696,263.0,18914876.0,-10998,17491,1457.2,73014320.0,-25515,32733,503.9,41379448.0,-9913,31080,0.0,0.0,0.0,0.0,0.0,100.0,0,0.236817,0.143155,0.091936,0.038465,0.0,30.0
5:55:23,1701104370,2023-11-27T16:59:30,2023-11-27T18:59:30,0.989,354.99,34.2,36.4,35.47,34.62,35.37,863.48,863.6,286.616669,37.43,0.9702,487,0,10.002,0.96918,3.87,43964,78,30.0,67.89,659.5,146.53,4543.5,209.89,10344.45,241.04,14062.05,268.92,5550.46,443.82,23516.81,527.58,38963.28,545.1,42722.31,545.1,42722.31,1.1,0.01,87.5357,0.0,-1.987391,30.743011,1379.0,12.0,0.080184,0.6,287.2,59554.9,-76,562,34.7,24045.1,-162,410,636.9,3209.4,554,730,-2008.1,72433560.0,-29951,25681,-1583.0,103781248.0,-25383,34921,-2077.0,48233960.0,-22023,11147,0.0,0.0,0.0,0.0,0.0,100.0,0,0.228512,0.197229,0.083408,0.038477,0.0,30.0
5:55:53,1701104400,2023-11-27T17:00:00,2023-11-27T19:00:00,1.0,355.49,34.14,36.37,35.4,34.62,35.22,863.33,863.63,285.866669,34.05,0.9713,487,0,10.003,0.96918,3.87,43951,78,30.0,90.95,4042.92,204.43,17973.87,296.21,36606.84,341.33,48197.88,339.28,71110.7,584.17,177894.88,705.29,244997.75,730.65,260488.5,730.65,260488.5,1.04,0.02,87.6233,0.0,-1.987448,30.74301,1378.7,12.0,0.417368,0.7,661.0,69188.8,-276,863,-61.0,19958.0,-348,222,415.2,15754.2,183,735,4766.7,530132576.0,-28840,60427,-9881.3,636615104.0,-74480,62265,4406.7,552475328.0,-52587,39278,0.0,83.3,0.0,0.0,0.0,16.7,15,0.230755,0.084712,0.083525,0.03941,0.0,30.0
5:56:23,1701104430,2023-11-27T17:00:30,2023-11-27T19:00:30,0.998,355.99,34.09,36.23,35.39,34.62,34.84,863.26,863.46,283.600006,33.88,0.9713,487,0,10.001,0.96872,3.87,43938,78,30.0,55.3,970.67,120.1,5395.17,172.34,11649.65,198.03,15599.12,217.12,11983.56,360.55,38521.55,429.6,58085.03,444.04,62709.05,444.04,62709.05,0.97,0.02,87.7043,0.0,-1.987522,30.742935,1381.6,12.0,0.117706,0.7,722.9,11657.8,430,930,-128.4,15009.5,-329,109,408.0,10730.4,255,678,-537.2,588336448.0,-55868,45858,-555.1,152276544.0,-22592,21840,1845.9,274391072.0,-28918,34877,0.0,96.7,0.0,0.0,0.0,3.3,26,0.231973,0.121874,0.083505,0.039455,0.0,30.0
5:56:53,1701104460,2023-11-27T17:01:00,2023-11-27T19:01:00,0.997,356.49,34.07,36.09,35.31,34.62,34.9,863.39,863.38,282.75,34.11,0.9712,487,0,10.001,0.96571,3.87,43925,78,30.0,33.6,1.93,51.34,41.15,64.76,114.85,71.35,164.76,187.87,45.65,246.87,38.52,265.11,104.86,268.87,126.92,268.87,126.92,0.66,0.0,87.747,0.0,-1.987532,30.742929,1380.3,12.0,0.144434,0.6,784.0,5078.9,639,878,-125.6,6208.9,-218,175,359.7,7377.1,239,530,-1184.1,116811776.0,-27798,42297,588.3,100097288.0,-20781,36898,-408.7,33952764.0,-12346,16458,0.0,100.0,0.0,0.0,0.0,0.0,0,0.239552,0.188119,0.091932,0.039387,0.0,30.0
5:57:23,1701104490,2023-11-27T17:01:30,2023-11-27T19:01:30,0.995,356.98,34.08,35.93,35.27,34.62,35.11,863.37,863.13,283.233337,34.77,0.9707,486,0,10.007,0.96733,3.87,43912,78,30.0,57.38,704.44,103.96,1501.21,140.66,2522.63,158.7,3164.84,278.76,26996.48,400.71,40679.88,449.7,44236.44,459.89,45040.27,459.89,45040.27,1.07,0.02,87.7857,0.0,-1.987538,30.742916,1380.3,12.0,0.082754,0.7,856.5,792.6,742,892,-121.2,1204.1,-192,-16,259.9,1992.1,217,432,-2320.3,147038432.0,-44143,33031,1191.4,30615970.0,-12818,21962,-1212.0,53767276.0,-17972,26276,0.0,100.0,0.0,0.0,0.0,0.0,0,0.228443,0.057772,0.083577,0.038444,0.0,30.0
5:57:53,1701104520,2023-11-27T17:02:00,2023-11-27T19:02:00,0.998,357.48,34.08,35.87,35.29,34.62,35.12,863.27,862.98,284.116669,34.44,0.9706,486,0,10.008,0.96733,3.87,43899,78,30.0,158.63,5800.26,424.35,49092.94,641.9,116477.59,748.83,160119.19,416.33,25202.92,931.67,180823.62,1217.27,337675.5,1277.23,376902.62,1277.23,376902.62,1.32,0.01,87.9174,0.0,-1.987588,30.742836,1386.3,12.0,0.13364,0.7,801.9,23523.4,368,1125,-6.1,14370.4,-234,253,326.0,15595.5,142,637,-1239.9,952866944.0,-65240,74235,-1194.4,230086800.0,-35525,24753,-2835.7,256624832.0,-37563,39637,0.0,90.0,0.0,0.0,0.0,10.0,19,0.229598,0.103982,0.083546,0.038454,0.0,30.0
5:58:23,1701104550,2023-11-27T17:02:30,2023-11-27T19:02:30,0.996,357.98,34.1,35.79,35.29,34.62,35.14,863.33,862.78,284.866669,35.12,0.9702,486,0,10.006,0.96687,3.87,43886,78,30.0,37.8,136.96,93.7,1309.95,139.25,3184.53,161.64,4406.72,118.37,404.61,231.51,3937.11,291.43,7903.27,304.0,8916.11,304.0,8916.11,1.08,0.0,88.0464,0.0,-1.987576,30.742769,1379.9,12.0,0.673854,0.6,884.6,4191.0,727,1021,-20.0,11097.9,-306,220,200.2,11379.6,11,435,-3027.7,768353856.0,-62597,52403,-1487.3,190837472.0,-30905,26573,-2013.1,288304864.0,-36793,32278,0.0,100.0,0.0,0.0,0.0,0.0,12,0.231866,0.160531,0.083614,0.038459,0.0,30.0
5:58:53,1701104580,2023-11-27T17:03:00,2023-11-27T19:03:00,0.996,358.48,34.15,35.73,35.39,34.62,35.44,863.28,862.66,284.916656,35.0,0.9699,486,0,10.004,0.96618,3.87,43873,78,30.0,30.23,4.5,61.0,46.31,85.61,114.6,97.71,159.36,130.77,17.55,203.12,126.37,235.76,258.89,242.57,293.41,242.57,293.41,0.94,0.0,88.0849,0.0,-1.987588,30.742735,1378.3,12.0,0.093548,0.6,861.1,6405.9,635,931,-53.2,5727.4,-179,234,231.1,12388.2,110,501,1435.3,292727232.0,-29785,72170,-581.0,55685144.0,-26967,17587,40.9,178132128.0,-40180,37730,0.0,100.0,0.0,0.0,0.0,0.0,0,0.238338,0.062955,0.091884,0.038445,0.0,30.0
5:59:23,1701104610,2023-11-27T17:03:30,2023-11-27T19:03:30,0.996,358.98,34.19,35.68,35.41,34.62,35.38,863.39,862.63,284.350006,35.14,0.9697,486,0,10.003,0.96733,3.87,43861,78,30.0,57.88,1216.47,117.48,5002.88,165.19,10045.8,188.65,13182.39,248.54,24869.84,387.97,55857.12,451.22,74091.8,464.43,78293.58,464.43,78293.58,1.04,0.03,88.1294,0.0,-1.987559,30.742743,1378.3,12.0,0.127986,0.7,882.8,12299.9,385,941,-85.7,5570.8,-266,265,177.4,12172.5,67,567,818.7,77790184.0,-9275,44100,1309.4,87246232.0,-10753,48921,483.7,51307804.0,-13755,28078,0.0,96.7,0.0,0.0,0.0,3.3,0,0.229247,0.102138,0.084541,0.038482,0.0,30.0
5:59:53,1701104640,2023-11-27T17:04:00,2023-11-27T19:04:00,0.996,359.48,34.25,35.64,35.5,34.62,35.38,863.34,862.5,284.666656,35.0,0.9694,486,0,10.006,0.96641,3.87,43848,78,30.0,79.63,1166.87,208.43,8055.04,313.74,18293.68,365.5,24846.0,220.88,8973.94,473.59,41172.64,611.93,68879.22,640.96,75602.78,640.96,75602.78,1.27,0.0,88.2106,0.0,-1.987557,30.74275,1378.2,12.0,0.093034,0.7,698.0,136701.1,-253,945,10.0,57114.9,-322,628,295.8,31488.0,105,664,1159.3,197936432.0,-44458,37406,1397.9,317692704.0,-26635,74593,-295.6,57154768.0,-15811,24911,0.0,80.0,0.0,6.7,0.0,13.3,0,0.23054,0.142685,0.083661,0.039473,0.0,30.0
6:00:23,1701104670,2023-11-27T17:04:30,2023-11-27T19:04:30,0.996,359.97,34.31,35.61,35.58,34.62,35.39,863.42,862.33,284.983337,35.21,0.9689,486,0,10.004,0.96571,3.87,43835,78,30.0,35.97,619.87,79.94,3021.93,115.46,6375.73,132.93,8488.44,136.5,10513.91,232.16,26662.53,279.07,37436.53,288.89,39968.45,288.89,39968.45,0.96,0.01,88.2824,0.0,-1.987543,30.742731,1377.8,12.0,0.179386,0.6,888.6,1330.4,838,1015,-57.6,1670.6,-124,18,203.7,10779.2,-123,299,-1382.1,61766600.0,-30826,15863,525.6,11324708.0,-7673,8802,-1585.7,21720350.0,-16458,5950,0.0,100.0,0.0,0.0,0.0,0.0,0,0.230671,0.023141,0.083651,0.039394,0.0,30.0
6:00:53,1701104700,2023-11-27T17:05:00,2023-11-27T19:05:00,0.997,360.47,34.37,35.59,35.69,34.62,35.38,863.42,862.2,285.083344,35.17,0.9685,486,0,10.004,0.96456,3.87,43822,78,30.0,46.72,695.94,107.12,2544.67,156.05,4841.72,180.11,6239.84,168.82,14763.52,297.36,32721.36,361.89,42543.75,375.41,44755.03,375.41,44755.03,1.18,0.0,88.3291,0.0,-1.98751,30.742733,1373.2,12.0,0.418396,0.6,940.3,1611.8,870,1046,-20.9,8361.5,-219,177,82.7,10221.9,-123,254,-7049.5,820041536.0,-41553,67838,629.4,113398232.0,-19267,19320,-2037.8,57134416.0,-20098,12302,0.0,100.0,0.0,0.0,0.0,0.0,0,0.2382,0.084911,0.091891,0.038483,0.0,30.0
6:01:23,1701104730,2023-11-27T17:05:30,2023-11-27T19:05:30,0.996,360.97,34.44,35.59,35.78,34.62,35.73,863.44,862.14,285.899994,35.26,0.9682,486,0,10.004,0.96664,3.87,43809,78,30.0,24.57,140.73,56.24,828.21,81.89,1810.09,94.5,2431.76,89.01,1509.05,156.48,5400.82,190.31,8389.13,197.4,9098.96,197.4,9098.96,1.03,0.0,88.3698,0.0,-1.987518,30.742743,1372.3,12.0,0.182984,0.7,921.1,478.2,896,997,-34.8,1569.6,-153,29,155.1,1102.6,58,205,6359.2,414430304.0,-33573,64863,-122.6,35368080.0,-18532,12818,588.1,42692440.0,-8583,28936,0.0,100.0,0.0,0.0,0.0,0.0,0,0.230097,0.130162,0.083609,0.038486,0.0,30.0
6:01:53,1701104760,2023-11-27T17:06:00,2023-11-27T19:06:00,0.997,361.47,34.51,35.6,35.85,34.62,35.51,863.36,862.03,286.100006,34.74,0.968,486,0,10.004,0.96479,3.87,43796,78,30.0,13.61,373.22,27.24,1466.64,38.13,2856.49,43.49,3708.01,59.48,7284.98,91.77,17078.82,106.21,22736.68,109.23,24019.64,109.23,24019.64,0.96,0.0,88.3906,0.0,-1.987506,30.742752,1374.3,12.0,0.542784,0.7,844.3,9877.6,596,966,7.7,12297.5,-149,278,240.3,22218.6,-1,557,146.0,374123008.0,-50496,44301,271.2,63136616.0,-16161,23738,-448.3,60626780.0,-18847,16546,0.0,100.0,0.0,0.0,0.0,0.0,0,0.229104,0.186491,0.083415,0.039484,0.0,30.0
6:02:23,1701104790,2023-11-27T17:06:30,2023-11-27T19:06:30,0.996,361.97,34.58,35.59,35.99,34.62,35.93,863.44,862.03,287.166656,34.7,0.9677,486,0,10.004,0.96525,3.87,43783,78,30.0,51.41,149.08,108.98,625.79,155.29,1249.27,178.05,1634.57,208.82,2757.56,338.7,6684.41,399.95,9056.94,412.76,9600.12,412.76,9600.12,1.03,0.0,88.4246,0.0,-1.987479,30.742798,1373.5,12.0,0.43947,0.6,918.6,2942.2,756,1025,-63.5,8278.0,-231,146,79.2,3553.5,-4,261,826.5,949582016.0,-47162,79021,2536.3,93499808.0,-15076,20133,-933.6,88137592.0,-19293,26083,0.0,100.0,0.0,0.0,0.0,0.0,0,0.229458,0.185383,0.0836,0.039446,0.0,30.0
