(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
0:14:23,1669637100,2022-11-28T12:05:00,2022-11-28T14:05:00,1.004,14.11,33.01,31.96,34.88,32.28,36.05,860.25,857.23,124.633331,37.34,0.9673,670,0,8.714,0.97118,4.12,52457,98,30,3.2,0.0,3.38,0.0,3.38,0.0,3.38,0.0,21.88,0.2,25.46,0.27,25.53,0.27,25.54,0.27,25.54,0.27,0.53,0.0,0.0614,0,-1.981066,30.747034,1405.5,7,1.079914,1.0,291.3,0.4,290,292,176.0,1.8,174,178,-984.9,223.7,-1008,-964,413.5,6935.7,227,586,277.6,1668.2,210,385,-856.5,522.2,-901,-822,0.0,0.0,0.0,0.0,100.0,0.0,0,0.206971,0.280321,0.067757,0.03893,0.0,30.0
0:14:53,1669637130,2022-11-28T12:05:30,2022-11-28T14:05:30,1.007,14.62,33.06,31.97,34.9,32.28,36.11,860.27,857.26,124.916664,37.24,0.9672,671,0,8.707,0.97061,4.12,52446,98,30,3.53,0.01,3.73,0.01,3.73,0.01,3.73,0.01,24.14,0.55,28.08,0.75,28.16,0.75,28.17,0.76,28.17,0.76,0.53,0.0,0.0631,0,-1.980958,30.747105,1405.3,4,0.13621,7.6,291.3,0.7,290,293,176.3,2.2,174,179,-987.4,237.5,-1008,-964,394.0,11699.7,210,621,280.5,1981.8,175,367,-856.9,683.1,-918,-822,0.0,0.0,0.0,0.0,100.0,0.0,0,0.20504,0.174587,0.066369,0.03818,0.0,30.0
0:15:23,1669637160,2022-11-28T12:06:00,2022-11-28T14:06:00,1.005,15.12,33.1,32.0,34.92,32.28,36.13,860.24,857.15,124.5,37.17,0.9669,671,0,8.708,0.97099,4.12,52436,98,30,3.59,0.04,3.8,0.05,3.8,0.05,3.8,0.05,24.57,2.03,28.58,2.75,28.67,2.77,28.68,2.77,28.68,2.77,0.53,0.0,0.065,0,-1.980945,30.747139,1400.0,5,0.643528,1.1,291.6,0.6,290,293,176.2,1.4,174,178,-986.2,220.6,-1007,-965,445.3,10301.2,183,665,286.6,2445.2,192,385,-848.1,459.1,-910,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.206066,0.054502,0.066425,0.038941,0.0,30.0
0:15:53,1669637190,2022-11-28T12:06:30,2022-11-28T14:06:30,1.005,15.62,33.15,32.06,35.0,32.28,36.0,860.21,857.19,124.73333,37.1,0.9668,671,0,8.708,0.97061,4.12,52425,98,30,4.02,0.01,4.26,0.01,4.26,0.01,4.26,0.01,27.53,0.49,32.02,0.67,32.11,0.67,32.13,0.67,32.13,0.67,0.53,0.0,0.0671,0,-1.980955,30.747131,1401.9,6,0.089436,1.1,291.5,0.5,290,293,176.1,2.3,174,178,-986.3,261.9,-1007,-964,426.0,8725.5,253,621,269.7,2058.7,201,376,-852.2,476.1,-901,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.213606,0.105406,0.074588,0.03814,0.0,30.0
0:16:23,1669637220,2022-11-28T12:07:00,2022-11-28T14:07:00,1.005,16.12,33.19,32.09,35.05,32.28,36.18,860.23,857.16,124.616669,37.01,0.9667,671,0,8.708,0.97212,4.12,52414,98,30,3.53,0.02,3.73,0.02,3.73,0.02,3.73,0.02,24.15,1.0,28.1,1.36,28.18,1.37,28.19,1.37,28.19,1.37,0.54,0.0,0.0691,0,-1.980978,30.747129,1390.0,6,0.718572,1.0,291.3,0.7,290,293,176.1,1.4,174,178,-986.3,176.4,-1008,-964,387.8,15559.9,183,700,271.8,1944.7,183,350,-851.6,508.8,-901,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205497,0.153178,0.066416,0.038021,0.0,30.0
0:16:53,1669637250,2022-11-28T12:07:30,2022-11-28T14:07:30,1.006,16.62,33.23,32.12,35.04,32.28,36.34,860.2,857.18,125.01667,36.96,0.9666,672,0,8.704,0.96967,4.12,52403,98,30,3.79,0.05,4.0,0.06,4.0,0.06,4.0,0.06,25.9,2.31,30.13,3.13,30.21,3.15,30.22,3.15,30.22,3.15,0.54,0.0,0.071,0,-1.981013,30.747103,1380.4,6,0.546896,1.0,291.7,0.3,291,293,176.0,1.1,174,178,-985.7,185.9,-1007,-965,401.5,12608.8,201,673,264.4,2120.7,166,332,-856.2,306.4,-892,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205903,0.041718,0.066511,0.038097,0.0,30.0
0:17:23,1669637280,2022-11-28T12:08:00,2022-11-28T14:08:00,1.004,17.13,33.28,32.16,35.12,32.28,36.29,860.15,857.12,124.083336,36.8,0.9663,672,0,8.704,0.9708,4.12,52392,98,30,4.4,0.03,4.66,0.03,4.66,0.03,4.66,0.03,30.13,1.18,35.05,1.59,35.15,1.6,35.17,1.6,35.17,1.6,0.55,0.0,0.0732,0,-1.981027,30.747108,1369.1,6,0.15934,1.0,291.7,0.5,291,293,176.0,1.9,174,178,-986.2,230.4,-1008,-965,386.5,11403.3,157,577,272.4,2481.4,166,385,-850.6,427.4,-883,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205854,0.091223,0.066415,0.038927,0.0,30.0
0:17:53,1669637310,2022-11-28T12:08:30,2022-11-28T14:08:30,1.005,17.63,33.32,32.19,35.15,32.28,36.13,860.07,857.12,124.133331,35.97,0.9664,672,0,8.704,0.9708,4.12,52381,98,30,4.42,0.02,4.68,0.02,4.68,0.02,4.68,0.02,30.26,0.78,35.2,1.06,35.3,1.06,35.31,1.06,35.31,1.06,0.54,0.0,0.0755,0,-1.981019,30.747078,1360.7,6,0.365454,1.0,291.7,0.5,291,293,176.0,1.9,173,178,-986.9,221.5,-1007,-965,390.7,12849.3,210,647,266.0,2319.1,131,350,-849.3,357.4,-883,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205283,0.096207,0.066546,0.038061,0.0,30.0
0:18:23,1669637340,2022-11-28T12:09:00,2022-11-28T14:09:00,1.005,18.13,33.35,32.21,35.22,32.28,36.38,860.14,857.06,124.066666,36.72,0.966,673,0,8.699,0.97136,4.12,52370,98,30,4.3,0.03,4.55,0.03,4.55,0.03,4.55,0.03,29.45,1.36,34.26,1.84,34.36,1.85,34.37,1.85,34.37,1.85,0.54,0.0,0.0778,0,-1.981079,30.747061,1374.4,7,0.24415,1.0,291.8,0.7,290,293,176.1,1.9,174,178,-988.2,223.0,-1008,-965,406.2,8001.7,148,586,255.1,1427.4,201,358,-856.2,418.8,-892,-822,0.0,0.0,0.0,0.0,100.0,0.0,0,0.206152,0.309625,0.066315,0.038916,0.0,30.0
0:18:53,1669637370,2022-11-28T12:09:30,2022-11-28T14:09:30,1.002,18.63,33.4,32.22,35.27,32.28,36.42,860.09,856.98,124.666664,36.65,0.9658,673,0,8.7,0.9691,4.12,52360,98,30,4.24,0.01,4.48,0.01,4.48,0.01,4.48,0.01,28.98,0.37,33.72,0.5,33.81,0.51,33.82,0.51,33.82,0.51,0.53,0.0,0.0801,0,-1.981179,30.747066,1377.0,8,0.342838,0.9,291.9,0.6,291,293,176.0,1.6,174,178,-985.8,220.3,-1008,-965,419.6,7742.4,253,577,252.6,1287.2,175,332,-853.0,591.0,-883,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205271,0.192867,0.06623,0.037981,0.0,30.0
0:19:23,1669637400,2022-11-28T12:10:00,2022-11-28T14:10:00,1.006,19.13,33.43,32.28,35.28,32.86,36.32,860.11,857.05,124.133331,36.58,0.9658,674,0,8.696,0.96873,4.12,52349,98,30,4.27,0.0,4.52,0.0,4.52,0.0,4.52,0.0,29.23,0.19,34.01,0.25,34.1,0.25,34.12,0.25,34.12,0.25,0.54,0.0,0.0824,0,-1.981221,30.746851,1350.5,8,1.384716,0.9,292.0,0.7,291,293,176.0,1.8,174,178,-984.9,219.6,-1007,-965,374.1,6527.0,218,525,252.2,891.3,192,332,-855.2,459.2,-892,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205676,0.091592,0.066324,0.039061,0.0,30.0
0:19:53,1669637430,2022-11-28T12:10:30,2022-11-28T14:10:30,1.003,19.64,33.48,32.32,35.3,32.86,36.57,860.1,856.99,124.066666,36.43,0.9656,674,0,8.696,0.96967,4.12,52338,98,30,4.76,0.07,5.04,0.08,5.04,0.08,5.04,0.08,32.55,3.35,37.87,4.54,37.98,4.58,37.99,4.58,37.99,4.58,0.55,0.0,0.0848,0,-1.98117,30.746958,1362.3,7,0.089436,1.0,291.9,0.6,291,293,176.0,1.6,174,178,-986.2,216.2,-1007,-965,381.7,7786.9,227,560,256.9,1453.2,157,323,-853.0,421.8,-892,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205937,0.310503,0.066578,0.038858,0.0,30.0
0:20:23,1669637460,2022-11-28T12:11:00,2022-11-28T14:11:00,1.004,20.14,33.53,32.35,35.42,32.86,36.37,860.1,856.99,124.066666,36.29,0.9654,674,0,8.697,0.96854,4.12,52327,98,30,4.53,0.02,4.79,0.03,4.8,0.03,4.8,0.03,30.99,1.08,36.06,1.47,36.16,1.48,36.18,1.49,36.18,1.49,0.55,0.0,0.0872,0,-1.981136,30.747028,1362.5,8,0.25443,0.9,292.3,0.6,291,293,175.5,1.4,174,178,-979.7,186.5,-1007,-966,411.3,8724.0,175,586,252.5,998.4,192,315,-844.6,591.8,-892,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.21531,0.180942,0.075662,0.038926,0.0,30.0
0:20:53,1669637490,2022-11-28T12:11:30,2022-11-28T14:11:30,1.005,20.64,33.54,32.39,35.43,32.86,36.59,860.19,857.05,124.550003,36.49,0.9654,674,0,8.699,0.9708,4.12,52316,98,30,4.57,0.01,4.83,0.01,4.83,0.01,4.83,0.01,31.25,0.26,36.35,0.36,36.46,0.36,36.47,0.36,36.47,0.36,0.53,0.0,0.0896,0,-1.981115,30.747072,1371.9,7,0.23644,1.1,291.9,0.5,291,293,176.0,1.8,174,178,-988.5,209.4,-1007,-965,391.4,11377.3,157,612,255.1,1203.4,175,332,-848.7,465.5,-892,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.206514,0.069114,0.066473,0.039154,0.0,30.0
0:21:23,1669637520,2022-11-28T12:12:00,2022-11-28T14:12:00,1.004,21.14,33.59,32.4,35.42,32.86,36.9,860.09,856.95,124.416664,36.29,0.9651,674,0,8.7,0.97042,4.12,52305,98,30,4.45,0.03,4.7,0.03,4.7,0.03,4.7,0.03,30.42,1.44,35.38,1.94,35.48,1.95,35.5,1.95,35.5,1.95,0.53,0.0,0.092,0,-1.981052,30.747099,1356.7,8,0.271392,0.9,291.6,0.4,291,293,177.1,0.5,175,178,-999.4,35.6,-1008,-985,403.9,4818.0,262,542,242.1,1163.6,166,306,-867.0,516.2,-918,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.206653,0.120782,0.066548,0.039035,0.0,30.0
0:21:53,1669637550,2022-11-28T12:12:30,2022-11-28T14:12:30,1.006,21.64,33.61,32.44,35.48,32.86,36.8,860.11,856.99,124.433334,36.09,0.9652,675,0,8.695,0.96835,4.12,52294,98,30,4.12,0.06,4.36,0.07,4.36,0.07,4.36,0.07,28.2,2.83,32.8,3.83,32.89,3.85,32.91,3.85,32.91,3.85,0.53,0.0,0.0943,0,-1.98104,30.747091,1355.0,7,0.069904,1.0,292.1,1.0,291,294,176.0,2.3,174,178,-986.9,316.1,-1007,-966,401.1,6772.3,227,525,241.2,1140.4,157,297,-853.3,529.9,-892,-796,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205485,0.178271,0.066314,0.038857,0.0,30.0
0:22:23,1669637580,2022-11-28T12:13:00,2022-11-28T14:13:00,1.004,22.15,33.65,32.48,35.47,32.86,36.73,860.08,856.99,124.349998,36.01,0.965,675,0,8.695,0.97004,4.12,52284,98,30,3.69,0.01,3.9,0.01,3.9,0.01,3.9,0.01,25.23,0.37,29.35,0.5,29.43,0.5,29.45,0.5,29.45,0.5,0.53,0.0,0.0964,0,-1.981067,30.747093,1363.7,8,0.457974,0.9,292.3,0.5,291,293,175.4,1.1,174,177,-977.2,108.7,-1001,-965,371.5,6737.1,210,533,238.5,997.7,166,288,-838.4,292.4,-883,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205788,0.047319,0.066329,0.038949,0.0,30.0
0:22:53,1669637610,2022-11-28T12:13:30,2022-11-28T14:13:30,1.004,22.65,33.7,32.48,35.54,32.86,36.82,860.01,856.96,124.150002,35.96,0.9648,675,0,8.695,0.96835,4.11,52273,98,30,4.16,0.03,4.4,0.03,4.4,0.03,4.4,0.03,28.47,1.33,33.11,1.8,33.21,1.81,33.22,1.81,33.22,1.81,0.53,0.0,0.0985,0,-1.981084,30.747086,1363.1,8,0.233356,0.9,292.0,0.6,291,293,176.1,2.0,174,178,-985.9,214.1,-1006,-965,381.8,6898.0,166,507,241.7,1032.4,183,315,-849.5,542.4,-901,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205971,0.101552,0.066247,0.03904,0.0,30.0
0:23:23,1669637640,2022-11-28T12:14:00,2022-11-28T14:14:00,1.005,23.15,33.72,32.52,35.56,32.86,36.79,860.15,856.95,124.366669,35.81,0.9648,675,0,8.694,0.97042,4.11,52262,98,30,4.27,0.0,4.52,0.0,4.52,0.0,4.52,0.0,29.22,0.14,33.99,0.18,34.08,0.18,34.09,0.18,34.09,0.18,0.51,0.0,0.1007,0,-1.981084,30.747086,1363.1,8,0.140836,0.9,292.3,0.5,291,293,176.3,1.5,174,178,-989.0,214.1,-1007,-966,409.7,6581.6,218,577,245.2,615.0,201,288,-854.5,365.6,-910,-822,0.0,0.0,0.0,0.0,100.0,0.0,0,0.206222,0.136006,0.066468,0.03886,0.0,30.0
0:23:53,1669637670,2022-11-28T12:14:30,2022-11-28T14:14:30,1.005,23.65,33.75,32.57,35.6,32.86,36.72,860.07,857.03,125.01667,35.87,0.9648,676,0,8.689,0.96647,4.11,52251,98,30,4.0,0.02,4.23,0.02,4.23,0.02,4.23,0.02,27.36,0.73,31.83,0.99,31.92,0.99,31.93,0.99,31.93,0.99,0.51,0.0,0.1029,0,-1.981114,30.747051,1361.1,7,0.261626,1.0,292.3,0.5,291,293,176.1,1.6,174,178,-986.4,194.8,-1006,-965,386.4,8169.7,210,560,233.5,1053.1,175,323,-843.2,328.2,-875,-796,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205483,0.030619,0.066401,0.037997,0.0,30.0
0:24:23,1669637700,2022-11-28T12:15:00,2022-11-28T14:15:00,1.002,24.15,33.77,32.56,35.63,32.86,36.8,860.02,856.95,124.099998,35.67,0.9646,676,0,8.692,0.96891,4.11,52240,98,30,4.54,0.01,4.8,0.01,4.8,0.01,4.8,0.01,31.08,0.61,36.16,0.82,36.26,0.82,36.27,0.82,36.27,0.82,0.52,0.0,0.1052,0,-1.981077,30.747063,1359.7,9,0.158312,0.8,292.4,0.5,291,294,175.9,1.7,174,178,-984.0,204.9,-1007,-965,394.2,9010.4,236,568,242.3,609.3,183,288,-846.6,477.4,-910,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.213853,0.095545,0.074621,0.038911,0.0,30.0
0:24:53,1669637730,2022-11-28T12:15:30,2022-11-28T14:15:30,1.003,24.65,33.8,32.63,35.69,32.86,36.95,860.09,856.96,124.533333,35.7,0.9645,676,0,8.691,0.9676,4.11,52229,98,30,4.51,0.05,4.77,0.06,4.77,0.06,4.77,0.06,30.87,2.43,35.91,3.29,36.01,3.31,36.03,3.32,36.03,3.32,0.51,0.0,0.1076,0,-1.981085,30.747084,1368.0,8,0.340782,0.9,292.4,0.5,291,294,176.1,1.6,174,178,-986.3,212.4,-1005,-965,380.2,10876.0,192,542,240.6,708.8,201,315,-845.4,329.2,-883,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.205864,0.137685,0.066435,0.038945,0.0,30.0
0:25:23,1669637760,2022-11-28T12:16:00,2022-11-28T14:16:00,1.004,25.16,33.84,32.63,35.67,32.86,37.0,860.09,856.93,124.566666,35.63,0.9644,676,0,8.692,0.96778,4.11,52218,98,30,5.25,0.02,5.55,0.02,5.55,0.02,5.55,0.02,35.93,1.01,41.8,1.36,41.91,1.37,41.93,1.37,41.93,1.37,0.53,0.0,0.1102,0,-1.981181,30.747095,1389.5,7,0.523252,1.0,292.3,0.6,291,293,176.2,1.6,174,178,-987.2,206.6,-1007,-965,390.1,8666.8,166,560,235.8,1088.1,175,297,-850.9,426.4,-883,-813,0.0,0.0,0.0,0.0,100.0,0.0,0,0.20578,0.138322,0.066254,0.038819,0.0,30.0
0:25:53,1669637790,2022-11-28T12:16:30,2022-11-28T14:16:30,1.002,25.66,33.86,32.67,35.69,32.86,37.03,860.03,856.91,124.083336,35.52,0.9643,676,0,8.69,0.96797,4.11,52207,98,30,5.05,0.01,5.34,0.01,5.34,0.01,5.34,0.01,34.54,0.42,40.19,0.57,40.3,0.57,40.31,0.58,40.31,0.58,0.54,0.0,0.1129,0,-1.981096,30.747042,1368.4,7,0.369052,1.0,292.4,0.5,291,293,176.2,1.5,174,178,-985.7,207.6,-1005,-965,368.0,9190.0,218,568,229.4,956.2,157,288,-847.2,472.2,-892,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.237555,0.371412,0.098588,0.038075,0.0,30.0
0:26:23,1669637820,2022-11-28T12:17:00,2022-11-28T14:17:00,1.001,26.16,33.89,32.68,35.74,32.86,37.14,860.01,856.98,124.333336,35.55,0.9643,676,0,8.691,0.96797,4.11,52197,98,30,4.94,0.01,5.22,0.01,5.22,0.01,5.22,0.01,33.78,0.59,39.29,0.8,39.4,0.81,39.42,0.81,39.42,0.81,0.54,0.0,0.1155,0,-1.981103,30.746994,1351.0,6,0.080698,1.1,292.3,0.4,291,293,175.9,1.9,174,178,-984.4,200.3,-1006,-965,377.7,6837.4,210,525,230.4,917.4,157,306,-846.3,344.3,-883,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.21511,0.070702,0.075009,0.039011,0.0,30.0
0:26:53,1669637850,2022-11-28T12:17:30,2022-11-28T14:17:30,1.003,26.66,33.91,32.72,35.78,32.86,37.09,860.08,856.87,124.949997,35.49,0.9641,676,0,8.693,0.96873,4.11,52186,98,30,4.75,0.06,5.05,0.06,5.06,0.06,5.07,0.06,32.45,2.78,37.79,3.72,37.92,3.71,37.94,3.7,37.94,3.7,0.56,0.0,0.1181,0,-1.981103,30.746994,1351.0,6,0.068362,1.1,292.2,0.6,291,293,175.9,1.8,174,178,-984.7,201.2,-1006,-965,363.5,8063.6,192,533,221.8,907.1,157,271,-838.8,357.5,-875,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.21346,0.107617,0.074105,0.039048,0.0,30.0
0:27:23,1669637880,2022-11-28T12:18:00,2022-11-28T14:18:00,1.003,27.16,33.96,32.74,35.78,32.86,37.21,860.0,856.84,123.900002,35.6,0.9638,676,0,8.692,0.96816,4.11,52175,98,30,4.43,0.07,4.71,0.08,4.72,0.07,4.73,0.07,30.24,3.5,35.22,4.68,35.34,4.67,35.36,4.66,35.36,4.66,0.55,0.0,0.1206,0,-1.981103,30.746994,1351.0,6,0.152144,1.1,292.2,0.4,291,293,175.9,1.6,174,178,-986.9,212.0,-1006,-965,360.2,9985.9,122,516,217.2,1330.3,148,271,-848.4,283.7,-892,-822,0.0,0.0,0.0,0.0,100.0,0.0,0,0.213922,0.159041,0.074345,0.03909,0.0,30.0
0:27:53,1669637910,2022-11-28T12:18:30,2022-11-28T14:18:30,1.004,27.67,33.98,32.77,35.85,32.86,36.94,860.02,856.84,124.283333,35.48,0.9638,676,0,8.692,0.96741,4.11,52164,98,30,4.94,0.08,5.22,0.09,5.22,0.09,5.22,0.09,33.78,3.67,39.29,4.97,39.4,5.0,39.42,5.0,39.42,5.0,0.55,0.0,0.1231,0,-1.981091,30.747068,1363.6,7,0.130556,1.0,292.3,1.0,291,294,175.8,2.1,174,178,-985.0,230.6,-1006,-965,363.1,6703.3,192,490,216.0,546.4,157,253,-844.9,358.6,-883,-796,0.0,0.0,0.0,0.0,100.0,0.0,0,0.212865,0.225117,0.074021,0.03814,0.0,30.0
0:28:23,1669637940,2022-11-28T12:19:00,2022-11-28T14:19:00,1.005,28.17,34.01,32.79,35.85,32.86,37.04,860.02,856.89,125.066666,35.36,0.9638,676,0,8.693,0.96948,4.11,52153,98,30,4.82,0.01,5.1,0.02,5.1,0.02,5.1,0.02,32.97,0.68,38.36,0.92,38.46,0.92,38.48,0.92,38.48,0.92,0.54,0.0,0.1256,0,-1.981102,30.747066,1357.2,7,0.434844,1.0,292.0,0.5,291,293,175.9,1.6,174,178,-985.0,225.0,-1006,-965,365.9,9211.5,140,533,225.4,515.2,175,262,-840.2,397.1,-883,-805,0.0,0.0,0.0,0.0,100.0,0.0,0,0.213944,0.103044,0.074033,0.038998,0.0,30.0
0:28:53,1669637970,2022-11-28T12:19:30,2022-11-28T14:19:30,1.005,28.67,34.04,32.83,35.9,33.45,37.03,860.04,856.83,124.73333,35.26,0.9636,677,0,8.688,0.96534,4.11,52142,98,30,4.61,0.1,4.88,0.11,4.88,0.11,4.88,0.11,31.56,4.69,36.72,6.34,36.82,6.38,36.83,6.38,36.83,6.38,0.54,0.0,0.1281,0,-1.981102,30.747066,1357.2,7,0.316624,1.0,292.3,0.4,291,293,175.8,1.8,174,178,-985.4,208.4,-1005,-965,381.7,7001.1,227,568,217.9,677.5,175,280,-842.5,545.2,-892,-796,0.0,0.0,0.0,0.0,100.0,0.0,0,0.22246,0.144392,0.082338,0.039025,0.0,30.0
0:29:23,1669638000,2022-11-28T12:20:00,2022-11-28T14:20:00,1.002,29.17,34.06,32.85,35.89,33.45,37.19,860.01,856.93,124.183334,35.23,0.9637,677,0,8.688,0.96703,4.11,52131,97,30,5.53,0.04,5.85,0.04,5.85,0.04,5.85,0.04,37.83,1.65,44.0,2.23,44.13,2.24,44.14,2.25,44.14,2.25,0.52,0.0,0.1308,0,-1.98111,30.747057,1348.0,8,0.37265,0.9,292.3,0.5,291,293,175.9,1.2,174,178,-985.6,187.1,-1005,-965,378.0,8549.7,183,551,210.2,1283.4,148,297,-838.2,478.5,-875,-778,0.0,0.0,0.0,0.0,100.0,0.0,0,0.214269,0.045692,0.073943,0.039037,0.0,30.0
0:29:53,1669638030,2022-11-28T12:20:30,2022-11-28T14:20:30,1.005,29.67,34.08,32.89,35.94,33.45,37.07,860.03,856.85,124.633331,35.28,0.9635,677,0,8.69,0.96778,4.11,52120,97,30,5.82,0.03,6.15,0.03,6.15,0.03,6.15,0.03,39.82,1.45,46.32,1.96,46.45,1.97,46.47,1.97,46.47,1.97,0.53,0.0,0.1338,0,-1.981115,30.747065,1342.2,8,0.370594,0.9,292.2,0.5,291,293,176.0,1.4,174,178,-986.6,200.6,-1005,-964,350.6,8507.8,148,498,209.0,733.7,157,262,-838.7,609.4,-883,-796,0.0,0.0,0.0,0.0,100.0,0.0,0,0.21457,0.086756,0.073969,0.039098,0.0,30.0
0:30:23,1669638060,2022-11-28T12:21:00,2022-11-28T14:21:00,1.002,30.17,34.11,32.91,35.98,33.45,37.19,859.98,856.86,124.349998,35.23,0.9634,677,0,8.689,0.96722,4.11,52110,97,30,6.46,0.04,6.83,0.04,6.83,0.04,6.83,0.04,44.18,1.66,51.39,2.24,51.54,2.26,51.55,2.26,51.55,2.26,0.52,0.0,0.1371,0,-1.981223,30.747082,1391.0,9,0.428162,0.8,292.3,0.5,291,293,175.8,1.3,174,177,-983.3,199.4,-1004,-964,381.4,6340.8,183,516,213.7,1180.7,148,280,-835.3,744.8,-901,-770,0.0,0.0,0.0,0.0,100.0,0.0,0,0.213981,0.14178,0.07418,0.038094,0.0,30.0
0:30:53,1669638090,2022-11-28T12:21:30,2022-11-28T14:21:30,1.004,30.68,34.13,32.92,36.0,33.45,37.39,859.93,856.89,124.76667,35.11,0.9634,677,0,8.69,0.96741,4.11,52099,97,30,7.66,0.23,8.1,0.26,8.1,0.26,8.1,0.26,52.4,10.69,60.96,14.46,61.13,14.54,61.15,14.55,61.15,14.55,0.52,0.0,0.1409,0,-1.981223,30.747082,1391.0,9,0.24158,0.8,292.4,0.5,291,294,175.9,1.7,174,178,-984.0,207.6,-1006,-965,364.5,6502.3,218,525,213.7,964.9,140,262,-832.5,328.1,-866,-796,0.0,0.0,0.0,0.0,100.0,0.0,0,0.214062,0.015776,0.074078,0.039059,0.0,30.0
0:31:23,1669638120,2022-11-28T12:22:00,2022-11-28T14:22:00,1.004,31.18,34.16,32.93,36.01,33.45,37.14,860.0,856.86,124.566666,35.11,0.9633,677,0,8.689,0.96722,4.11,52088,97,30,8.08,0.11,8.54,0.12,8.54,0.12,8.54,0.12,55.26,5.14,64.28,6.95,64.46,6.99,64.48,6.99,64.48,6.99,0.51,0.0,0.145,0,-1.981236,30.747,1406.1,8,0.460544,0.9,292.4,0.4,291,294,175.9,1.5,174,178,-984.4,194.3,-1005,-964,367.4,8509.8,175,498,204.1,747.3,148,253,-835.5,452.6,-866,-796,0.0,0.0,0.0,0.0,100.0,0.0,0,0.2143,0.08135,0.074085,0.03814,0.0,30.0
